CELL.TYPE	OC_POP	N	NUM_MANUAL_POPS_ZEROED_OUT	PEARSON	SPEARMAN	MEDIAN_OC_FREQ	MEDIAN_MANUAL_FREQ	MEAN_OC_FREQ	MEAN_MANUAL_FREQ	SD_OC_FREQ	SD_MANUAL_FREQ	FILTER
IgD+ memory B cells	IgD+ memory Bcells (CD27+)	833	85	0.87306970866511	0.888272259011766	10.0547082228117	11	12.3577632637206	12.6322929171669	9.67403584981781	8.75573035715316	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
IgD- memory B cells	IgD- memory Bcells (CD27+)	833	85	0.861878175226615	0.922202752440417	8.39649279239114	6.5	10.7118575311368	8.19603841536615	8.91930102648133	7.21169730625073	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Naive B cells	naive Bcells (CD27- IgD+)	918	0	0.918133275324483	0.93544758351084	68.587778337322	69.8	65.4263703297373	67.0297385620915	17.627060435952	16.2332224650579	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
T cells	Tcells (CD3+ CD19-)	918	0	0.985019000114071	0.985301835048552	71.5802251675382	68.9	69.0450440048636	66.6515250544662	13.4444204326723	12.9642387443803	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Cytotoxic T cells	cytotoxic Tcells-CD8+	918	0	0.989843628936252	0.987260493450566	24.090096805281	24.4	26.6233773808506	26.7384531590414	13.2360305820843	13.3050933828916	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Activated Cytotoxic Tcells	activated cytotoxic Tcells (CD8+ HLA-DR+)	918	0	0.0958133071440908	0.155371466143335	5.00176741143219	2.2	5.00299119825236	3.19509803921569	0.00532257792928399	3.00389567875273	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Central Memory cytotoxic T cells	central memory cytotoxic Tcells (CCR7+ , CD45RA-)	918	0	0.578680739548965	0.567180812686949	11.2491340758233	8.2	16.168889147153	13.6281045751634	14.065433476899	14.4163345991162	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Effector (E) cytotoxic T cells	effector cytotoxic Tcells  (CCR7-  CD45RA+)	918	0	0.761455341297204	0.768364556546265	50.8356619159182	39.6	50.2436119722023	40.2805010893246	25.4660780331238	24.2563976196947	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
pE cytotoxic T cells	pE cytotoxic Tcells (CD27-  CD28-)	918	0	0.789513042026648	0.789262464904152	55.2880884544178	69	51.9341245897613	61.9631808278867	26.5288619314534	23.4899202381335	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
pE1 cytotoxic T cells	pE1 cytotoxic Tcells (CD27+  CD28+)	918	0	0.709703808325628	0.721016654451309	15.2950566386715	11.15	21.0436750285049	15.0021786492375	17.558826936258	13.0619334893648	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
pE2 cytotoxic T cells	pE2 cytotoxic Tcells (CD27+ , CD28-)	918	0	0.760783039728168	0.78544038495792	12.3324662091135	15.1	16.7710822768169	20.1449891067538	14.3471658198581	16.0487633400088	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Effector Memory (EM) Cytotoxic T cells	effector memory cytotoxic Tcells (CCR7- , CD45RA-)	918	0	0.469427275076514	0.507348973042204	8.29027245678028	21.05	12.6657130209022	24.190522875817	12.4155710262911	16.0646691848466	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
EM1 cytotoxic T cells	EM1 cytotoxic Tcells (CD27+  CD28+)	918	0	0.789487043568101	0.77681901293797	59.2400249141218	54.7	54.8908554647481	51.8779956427015	23.2909827797534	17.9927780105384	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
EM2 cytotoxic T cells	EM2 cytotoxic Tcells (CD27+  CD28-)	918	0	0.768506133631967	0.705073804813122	6.51234077132137	9	10.0749299902011	11.6830065359477	10.5779380301255	9.53257257590506	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
EM3 cytotoxic T cells	EM3 cytotoxic Tcells (CD27-  CD28-)	918	0	0.797524214967261	0.782761197430546	9.86780750526801	18.5	18.9742245170783	23.6088235294118	21.6795534640262	18.2932676334271	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
EM4 cytotoxic T cells	EM4 cytotoxic Tcells (CD27-  CD28+)	918	0	0.730731191356659	0.666625252733649	12.8712137304659	10.4	16.0599900279725	12.8359477124183	13.2344056550514	10.5617286991263	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Naïve cytotoxic T cells	naive helper Tcells (CCR7+ CD45RA+)	918	0	0.421615370053382	0.465040083593121	43.0298275125755	7.9	42.6210414140307	12.4891067538126	19.1056293820116	13.1486763317673	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Helper T cells	Helper Tcells-CD4+	918	0	0.993145528444199	0.992560492878005	67.9285251997043	66.9	65.8256208665589	64.8138344226579	14.8419859278598	14.9156433621226	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Activated helper T cells	activated helper Tcells (CD4+ HLA-DR+)	918	0	0.36850208428538	0.467588162436092	1.20574057529408	1.9	1.42165881472786	2.27995642701525	0.936683138673658	1.5118619307179	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Central Memory Naïve T cells	central memory helper Tcells (CCR7+ CD45RA-)	918	0	0.836992726552872	0.86478573891093	35.1830016738197	39.05	35.8809148358643	40.6273420479303	14.0267760927213	16.1085326493832	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Effector Helper T cells	effector helper Tcells (CCR7- CD45RA+)	918	0	0.688963112932388	0.634134006512782	3.30394400160657	0.5	6.2806224252257	2.79084967320261	8.94409646362013	5.7543197123051	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Effector memory helper T cells	effector memory helper Tcells (CCR7- CD45RA-)	918	0	0.590250484773516	0.375987464055443	13.2397672027912	4.5	15.2197857462842	7.72788671023965	9.61063082253732	9.57951661642598	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Naïve Helper T cells	naive helper Tcells (CD95- CD28+)	918	0	0.966320234005389	0.969773364299656	45.7090764441839	38.7	44.520537600472	38.4541394335512	19.6751566582442	17.6122305349647	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Dendritic cells, Natural Killer lymphocytes, monocytes 	DC NK MONOCYTES (CD3- CD19-)	918	0	0.973776684564261	0.972272967333284	27.5817658981953	27	29.4260520143689	28.8789760348584	12.3168202522182	11.6509955410034	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Dendritic cells, Natural Killer lymphocytes	DC NK (CD20- CD14-)	918	0	0.920834404796939	0.92260324068787	53.0261573464041	55.15	53.0936068429736	54.9943355119826	15.8734655745941	15.0173491288531	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Dendritic cells	DC (HLA-DR+)	918	0	0.877375792631825	0.918225733092508	12.2433215426645	12.3	14.5034139641865	14.3307189542484	10.0819056826961	8.93056419269691	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Myeloid Dendritic cells	Myeloid DC (CD11c+ CD123-)	918	0	0.522630965914317	0.58414204449809	70.2613093874122	71.4	67.193880441647	70.0587145969499	13.4349660450438	12.53278210748	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Plasmacytoid Dendritic cells	Plasmacytoid DC (CD11c- CD123+)	918	0	0.287741372804579	0.463778385181911	16.8355692726801	12.25	20.1200660833928	13.7418300653595	12.6204483130687	8.26282247487821	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Natural Killer lymphocytes	NK (CD16+)	918	0	0.88621333029321	0.909824288669239	62.6640321141794	66.35	60.4612213150901	65.1216775599129	15.7776480540156	13.6713934762281	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
CD56HI Natural Killer lymphocytes	NK CD56HI	918	0	0.282039338833273	0.0557366998521414	0.448112402434021	2.5	0.762897494185117	3.1619825708061	1.28684499913778	2.71889129845709	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
CD56LO Natural Killer lymphocytes	NK CD56LO	918	0	0.737680413271857	0.699281981069789	97.021648894623	90.2	95.044309139715	88.1462962962963	6.96044403849558	8.29733717237196	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
MONOCYTES	MONOCYTES (CD14+)	918	0	0.836657651337453	0.831434323750746	30.1091007371285	41.8	31.5108253503196	42.0283224400871	13.9273036601347	15.0775756136937	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Classical monocytes	Classical monocytes (CD16- CD14+)	918	0	0.0904061631216061	0.482179165207089	96.7174410527269	95.7	94.8010113171291	94.1561002178649	7.10812002280582	6.81063387205094	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
Non classical monocytes	Non classical monocytes (CD16+ CD14+)	918	0	0.10885426140952	0.415317742984729	3.28255894727303	2.3	5.19898868287089	2.79520697167756	7.10812002280582	2.45860359482885	Samples with less than 20K lymph or 20K PBMC (in OC) are excluded
B lymphocytes	B cells (CD3- CD19+)	879	0	0.876321277379619	0.914802492222885	5.19681002245914	5.2	6.73427434249565	6.40068259385666	6.13594461975216	5.79291449129595	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
IgD+ memory B cells	IgD+ memory Bcells (CD27+)	801	78	0.873791877972223	0.885627519009255	10.2248005801305	11.1	12.4347826320515	12.6863920099875	9.66393781040478	8.73412715107446	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
IgD- memory B cells	IgD- memory Bcells (CD27+)	801	78	0.8617876451796	0.922887089832453	8.45111467288358	6.6	10.7948947752033	8.28302122347066	8.93399977406552	7.24939731017683	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Naive B cells	naive Bcells (CD27- IgD+)	879	0	0.920790377529592	0.939818869385921	68.4314586994728	69.4	65.2750890380696	66.924345847554	17.6588577064354	16.2937813577035	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
T cells	Tcells (CD3+ CD19-)	879	0	0.986027492602348	0.987797660829309	71.8707314044456	69.3	69.4584701504567	67.0508532423208	13.2207674841083	12.7518285284944	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Cytotoxic T cells	cytotoxic Tcells-CD8+	879	0	0.989542397149241	0.986994179034074	24.0698746542401	24.3	26.5113128552921	26.6510807736064	13.1488550839837	13.2403967207416	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Activated Cytotoxic Tcells	activated cytotoxic Tcells (CD8+ HLA-DR+)	879	0	0.0907867087312932	0.144827062261235	5.00168800477835	2.2	5.00259805311289	3.14709897610921	0.00466000430139952	2.88484969237494	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Central Memory cytotoxic T cells	central memory cytotoxic Tcells (CCR7+ , CD45RA-)	879	0	0.581165182170812	0.572426372087834	11.2301362088536	8.2	16.1807606792811	13.7935153583618	14.0357693854532	14.5688332831365	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Effector (E) cytotoxic T cells	effector cytotoxic Tcells  (CCR7-  CD45RA+)	879	0	0.765280432874593	0.772219183764241	50.8150365934797	39.4	50.1484130863263	40.1003412969283	25.5521571446441	24.1844433586294	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
pE cytotoxic T cells	pE cytotoxic Tcells (CD27-  CD28-)	879	0	0.790421957397909	0.791658921860524	55.1200852824983	68.4	51.9097843404824	61.8764505119454	26.4499035652748	23.4593440428775	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
pE1 cytotoxic T cells	pE1 cytotoxic Tcells (CD27+  CD28+)	879	0	0.714055937944783	0.718342689903863	15.6457564575646	11.2	21.2021472971085	15.0895335608646	17.5274335089729	13.0637774831183	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
pE2 cytotoxic T cells	pE2 cytotoxic Tcells (CD27+ , CD28-)	879	0	0.769990676869656	0.791328855801251	12.3447935810659	15.2	16.7670636903918	20.2585893060296	14.2386822649915	16.0174752464187	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Effector Memory (EM) Cytotoxic T cells	effector memory cytotoxic Tcells (CCR7- , CD45RA-)	879	0	0.47026155647512	0.505098205812781	8.26383361594629	21	12.6018555779138	24.0387940841866	12.3649145613218	15.912119388027	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
EM1 cytotoxic T cells	EM1 cytotoxic Tcells (CD27+  CD28+)	879	0	0.795985058077556	0.783872506441798	59.1836734693878	54.9	54.8590853118542	52.1144482366325	23.3148612524012	17.8954393633803	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
EM2 cytotoxic T cells	EM2 cytotoxic Tcells (CD27+  CD28-)	879	0	0.776257595469087	0.712345337080646	6.51408450704225	9	10.0721047069863	11.6381114903299	10.5057061173943	9.37307084267074	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
EM3 cytotoxic T cells	EM3 cytotoxic Tcells (CD27-  CD28-)	879	0	0.802838993427381	0.786025987580267	9.87780040733198	18.4	19.1882792005529	23.6459613196815	21.8668556294612	18.4378332188779	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
EM4 cytotoxic T cells	EM4 cytotoxic Tcells (CD27-  CD28+)	879	0	0.721005020176693	0.662865700120767	12.8318584070796	10.4	15.8805307806065	12.6079635949943	12.8607198000195	9.9519897768253	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Naïve cytotoxic T cells	naive helper Tcells (CCR7+ CD45RA+)	879	0	0.418400403541641	0.458528019679204	43.1321246335903	8.1	42.7016933363387	12.6452787258248	19.0620177982991	13.27218982206	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Helper T cells	Helper Tcells-CD4+	879	0	0.992956279782412	0.992274352893198	68.0371726274289	66.9	66.0020325552709	64.978156996587	14.7219586934655	14.791961301691	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Activated helper T cells	activated helper Tcells (CD4+ HLA-DR+)	879	0	0.387441019408784	0.463652207471229	1.19065861656808	1.9	1.39611243389264	2.24459613196815	0.912556068247985	1.46957443192392	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Central Memory Naïve T cells	central memory helper Tcells (CCR7+ CD45RA-)	879	0	0.83493219782076	0.862622611962003	35.1715123742541	39.1	35.9019814537162	40.6961319681456	14.0561957308654	16.0884806782312	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Effector Helper T cells	effector helper Tcells (CCR7- CD45RA+)	879	0	0.662791831700971	0.627355244684945	3.29952159402897	0.5	6.22504343328822	2.73060295790671	8.72111020764091	5.64095490030549	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Effector memory helper T cells	effector memory helper Tcells (CCR7- CD45RA-)	879	0	0.584089527622229	0.370840302783603	13.2605375687233	4.4	15.1733240940453	7.67952218430034	9.47428890233944	9.50644376830534	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Naïve Helper T cells	naive helper Tcells (CD95- CD28+)	879	0	0.965719870586062	0.96924969293677	45.7132323367744	38.8	44.5527758375955	38.5194539249147	19.6178305066997	17.5935299940446	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Dendritic cells, Natural Killer lymphocytes, monocytes 	DC NK MONOCYTES (CD3- CD19-)	902	0	0.973597133620055	0.971992136367365	27.4646898053784	26.8	29.3237742904892	28.7863636363636	12.2838347254155	11.6334749052683	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Dendritic cells, Natural Killer lymphocytes	DC NK (CD20- CD14-)	902	0	0.919884884509253	0.921533668769174	53.035481041661	55.2	53.1163871252142	55.0267184035477	15.808534084162	14.9450234140417	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Dendritic cells	DC (HLA-DR+)	902	0	0.876339722601105	0.919428333103487	12.2923532536851	12.4	14.5173493470089	14.359645232816	10.0734251049374	8.92284421132727	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Myeloid Dendritic cells	Myeloid DC (CD11c+ CD123-)	902	0	0.515176214481017	0.580614290692616	70.3452327810552	71.5	67.2980477789458	70.20022172949	13.388503311535	12.4291671196945	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Plasmacytoid Dendritic cells	Plasmacytoid DC (CD11c- CD123+)	902	0	0.280855363809014	0.460528415812871	16.7949070713819	12.2	20.0848061281094	13.6684035476718	12.6696796217794	8.22753622826834	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Natural Killer lymphocytes	NK (CD16+)	902	0	0.885703854214996	0.909334250979159	62.6073924380863	66.3	60.4251268439529	65.0609756097561	15.8236857493138	13.6834615998904	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
CD56HI Natural Killer lymphocytes	NK CD56HI	902	0	0.283650049635372	0.0580478832454684	0.451521614573368	2.45	0.767161611951912	3.16407982261641	1.29588604677606	2.73370790671927	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
CD56LO Natural Killer lymphocytes	NK CD56LO	902	0	0.737247434570479	0.699409471754183	96.9933840782546	90.1	95.0136002730967	88.099667405765	7.00378702959281	8.33773164803547	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
MONOCYTES	MONOCYTES (CD14+)	902	0	0.836054411623995	0.831879980624214	30.1329078060277	41.75	31.4601283552851	41.9853658536585	13.7847365779609	15.0039523771547	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Classical monocytes	Classical monocytes (CD16- CD14+)	902	0	0.0843185318167433	0.477640485257794	96.7169908380289	95.7	94.869033095851	94.1471175166297	7.0129952647135	6.85882756339909	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
Non classical monocytes	Non classical monocytes (CD16+ CD14+)	902	0	0.0955435752930155	0.41037381583031	3.28300916197108	2.3	5.13096690414904	2.78935698447894	7.0129952647135	2.46463056128261	Samples with less than 50K lymph or 50K PBMC (in OC) are excluded
B lymphocytes	B cells (CD3- CD19+)	739	0	0.885435391665612	0.919583363630929	5.04494361169709	5	6.4490743960194	6.15791610284168	6.14369234439802	5.85297751464925	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
IgD+ memory B cells	IgD+ memory Bcells (CD27+)	677	62	0.871663954587499	0.88769969025116	10.2647258465948	11.3	12.5097934407791	12.8602658788774	9.77760588029396	8.78897752669256	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
IgD- memory B cells	IgD- memory Bcells (CD27+)	677	62	0.858890658760961	0.920694660200503	8.65608783936226	6.8	11.1000647352197	8.51447562776957	9.29499926836355	7.61771119654948	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Naive B cells	naive Bcells (CD27- IgD+)	739	0	0.930633072028127	0.941690079441488	68.0131004366812	69.1	64.9858476345276	66.7060893098782	17.8455767700549	16.3196940977638	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
T cells	Tcells (CD3+ CD19-)	739	0	0.992521275817909	0.990772497850827	73.0207549674736	70.7	70.7829213102972	68.2820027063599	12.501062833926	12.2191268297852	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Cytotoxic T cells	cytotoxic Tcells-CD8+	739	0	0.990596624020921	0.987965328851168	24.0070100192545	24.3	26.2743599910641	26.4983761840325	12.9373934686216	13.0206890848034	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Activated Cytotoxic Tcells	activated cytotoxic Tcells (CD8+ HLA-DR+)	739	0	0.114113760671668	0.146577352988308	5.0015112991839	2.2	5.00200813249571	3.08267929634641	0.00217460816119022	2.84909016404596	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Central Memory cytotoxic T cells	central memory cytotoxic Tcells (CCR7+ , CD45RA-)	739	0	0.572140340813354	0.558990220350125	11.2808543744253	8.4	16.1138771409364	13.8161028416779	13.8392594115576	14.5775190907218	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Effector (E) cytotoxic T cells	effector cytotoxic Tcells  (CCR7-  CD45RA+)	739	0	0.781147622262659	0.78643588785842	52.9824097341622	39.4	50.6927819159428	40.0899864682003	25.6280083194503	24.0614858819098	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
pE cytotoxic T cells	pE cytotoxic Tcells (CD27-  CD28-)	739	0	0.818037551694286	0.824186425505989	56.5657783672977	68.3	53.1515504958903	61.9244925575101	26.2081224435938	23.4386070776571	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
pE1 cytotoxic T cells	pE1 cytotoxic Tcells (CD27+  CD28+)	739	0	0.746033481535635	0.735742988656889	15.2843601895735	11.3	20.8400021319456	15.3174560216509	17.272082777135	13.1729255895247	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
pE2 cytotoxic T cells	pE2 cytotoxic Tcells (CD27+ , CD28-)	739	0	0.791728514123801	0.816479298274477	12.361906710311	15	16.9388183038268	19.9552097428958	14.484825889473	15.9709317352238	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Effector Memory (EM) Cytotoxic T cells	effector memory cytotoxic Tcells (CCR7- , CD45RA-)	739	0	0.474171724525837	0.503693448061958	8.29521195486429	21.4	12.756870226939	24.1542625169147	12.3690907471227	15.8815071196564	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
EM1 cytotoxic T cells	EM1 cytotoxic Tcells (CD27+  CD28+)	739	0	0.809643759112953	0.792211398417216	59.8440545808967	55.7	54.9702129146473	52.5129905277402	23.1480902171409	17.9446535164409	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
EM2 cytotoxic T cells	EM2 cytotoxic Tcells (CD27+  CD28-)	739	0	0.79811392375378	0.733506065218052	6.4638783269962	8.9	9.88989004020883	11.4104194857916	10.2701707384907	9.25645235807961	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
EM3 cytotoxic T cells	EM3 cytotoxic Tcells (CD27-  CD28-)	739	0	0.808795700516517	0.779592674972261	10.0636942675159	18.1	19.423243926405	23.6299052774019	21.9694465079017	18.5392036490847	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
EM4 cytotoxic T cells	EM4 cytotoxic Tcells (CD27-  CD28+)	739	0	0.778425607336234	0.680642865982718	12.7325890483785	10.3	15.7166531187389	12.4526387009472	12.6785574061301	9.98529693859637	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Naïve cytotoxic T cells	naive helper Tcells (CCR7+ CD45RA+)	739	0	0.414141128707479	0.453489526715754	42.8843989086677	8.1	42.8648919107399	12.4422192151556	18.8180768245625	12.9314328270308	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Helper T cells	Helper Tcells-CD4+	739	0	0.99617875890884	0.996161750383091	68.3951422004185	67.2	66.447376779198	65.4009472259811	14.426507223495	14.4416285770655	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Activated helper T cells	activated helper Tcells (CD4+ HLA-DR+)	739	0	0.451457921858025	0.469537392542472	1.16496357271265	1.9	1.36023041100588	2.15399188092016	0.887313369454017	1.32511477436698	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Central Memory Naïve T cells	central memory helper Tcells (CCR7+ CD45RA-)	739	0	0.843860580684179	0.87284123364861	34.9663346502699	39.1	35.8619747207361	40.968200270636	14.0101451840658	16.1936629307365	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Effector Helper T cells	effector helper Tcells (CCR7- CD45RA+)	739	0	0.667944916713833	0.633923208896055	3.29952159402897	0.5	6.24999294180429	2.76522327469553	8.88099697836181	5.6936774041326	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Effector memory helper T cells	effector memory helper Tcells (CCR7- CD45RA-)	739	0	0.560858660102976	0.377599531793115	13.250014032068	4.3	15.0246660584619	7.22246278755074	9.07303860927156	8.80771458454925	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Naïve Helper T cells	naive helper Tcells (CD95- CD28+)	739	0	0.975198363714877	0.976539941873067	45.8179750194831	38.9	44.7780816296004	38.6971583220568	19.713607758261	17.4622125531869	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Dendritic cells, Natural Killer lymphocytes, monocytes 	DC NK MONOCYTES (CD3- CD19-)	871	0	0.97453936557327	0.974882323102472	27.1578924443138	26.6	29.0663824217398	28.560045924225	12.1041156936172	11.4826560665517	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Dendritic cells, Natural Killer lymphocytes	DC NK (CD20- CD14-)	871	0	0.924042350065378	0.925569223446003	53.1310531662716	55.2	53.0824050266809	54.9882893226177	15.7131125473664	14.9345106993447	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Dendritic cells	DC (HLA-DR+)	871	0	0.891500440170262	0.925550429504553	12.1901438588406	12.3	14.4119133457207	14.2877152698048	10.0162001599484	8.91391515523328	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Myeloid Dendritic cells	Myeloid DC (CD11c+ CD123-)	871	0	0.517351497080012	0.58652112256675	70.3099510603589	71.5	67.3960645924101	70.1913892078071	13.2402249905848	12.4588354568734	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Plasmacytoid Dendritic cells	Plasmacytoid DC (CD11c- CD123+)	871	0	0.283822988042916	0.463758645296091	16.7507568113017	12.2	20.0259355069898	13.6820895522388	12.5958511812292	8.25715019978783	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Natural Killer lymphocytes	NK (CD16+)	871	0	0.889147566270138	0.911796025854304	62.6567425325983	66.3	60.3888875525493	65.0071182548794	15.8801069146848	13.7069709535142	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
CD56HI Natural Killer lymphocytes	NK CD56HI	871	0	0.287656623975457	0.0529215953096415	0.448296473401076	2.4	0.774386085319078	3.16509758897819	1.3158185534987	2.73420625955245	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
CD56LO Natural Killer lymphocytes	NK CD56LO	871	0	0.737113536662583	0.697989486748469	97.050439464724	90.1	95.029798698025	88.1021814006889	7.0018168024558	8.35589446124804	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
MONOCYTES	MONOCYTES (CD14+)	871	0	0.83785245752614	0.833691636931221	30.1017789527711	41.7	31.4928695009142	42.0583237657865	13.7322404007568	15.0158061225113	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Classical monocytes	Classical monocytes (CD16- CD14+)	871	0	0.0891423012835984	0.485124747882935	96.6924735397883	95.7	94.9059645917347	94.1045924225029	6.89574256531742	6.96441378331184	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
Non classical monocytes	Non classical monocytes (CD16+ CD14+)	871	0	0.103918089963154	0.418575892113785	3.30752646021168	2.3	5.09403540826526	2.79655568312285	6.89574256531742	2.49361245296337	Samples with less than 100K lymph or 100K PBMC (in OC) are excluded
B lymphocytes	B cells (CD3- CD19+)	922	0	0.864814338190385	0.911126514599153	5.2349155368574	5.2	6.83507126460333	6.45672451193059	6.20878266475267	5.75084975149814	All samples
IgD+ memory B cells	IgD+ memory Bcells (CD27+)	837	85	0.867887997678111	0.88451077414243	10.0547082228117	11	12.3806592668931	12.6150537634409	9.68598910244635	8.74342201975446	All samples
IgD- memory B cells	IgD- memory Bcells (CD27+)	837	85	0.857615976708174	0.917419580965957	8.40102607952116	6.4	10.7187715593418	8.18040621266428	8.92434779687892	7.20094513515959	All samples
Naive B cells	naive Bcells (CD27- IgD+)	922	0	0.912555187109989	0.931169807097411	68.5691742465303	69.8	65.3995974565488	67.0582429501085	17.6477072309735	16.2139262119613	All samples
T cells	Tcells (CD3+ CD19-)	922	0	0.984238630769989	0.983744752229461	71.5591287029125	68.9	69.0379662926235	66.6572668112798	13.426575155348	12.9572158371359	All samples
Cytotoxic T cells	cytotoxic Tcells-CD8+	922	0	0.989531756445269	0.986591660524992	24.0681931645809	24.3	26.5694373987063	26.6726681127983	13.2383905388912	13.3154026245429	All samples
Activated Cytotoxic Tcells	activated cytotoxic Tcells (CD8+ HLA-DR+)	922	0	0.0854321683144397	0.15986540599838	5.00177032967579	2.2	5.00314689727445	3.19533622559653	0.00608371849955935	3.00031665823727	All samples
