BIN	MACHINE.x	MEDIAN_SAMPLE_CV	BIN_POPULATION	CV_POPULATION	PANEL	MANUSCRIPT_RANGE	REDUCTION
(1.4e+05,1.5e+05]	LSR	3.98912225129123	Live Single Lymphocytes	IgD+ memory Bcells (CD27+)	panel1	FALSE	NA
(1.5e+05,1.6e+05]	LSR	4.59568865698148	Live Single Lymphocytes	IgD+ memory Bcells (CD27+)	panel1	FALSE	NA
(1.7e+05,1.8e+05]	LSR	3.53849332758099	Live Single Lymphocytes	IgD+ memory Bcells (CD27+)	panel1	FALSE	NA
(1.8e+05,1.9e+05]	LSR	2.28561427328123	Live Single Lymphocytes	IgD+ memory Bcells (CD27+)	panel1	FALSE	NA
(1.9e+05,2e+05]	LSR	2.90088295361075	Live Single Lymphocytes	IgD+ memory Bcells (CD27+)	panel1	FALSE	NA
(2e+05,6e+05]	LSR	2.86176937074387	Live Single Lymphocytes	IgD+ memory Bcells (CD27+)	panel1	FALSE	NA
(0,2e+04]	FORTESSA	27.2280396557156	Live Single Lymphocytes	IgD+ memory Bcells (CD27+)	panel1	TRUE	NA
(2e+04,6e+05]	FORTESSA	9.79926946805629	Live Single Lymphocytes	IgD+ memory Bcells (CD27+)	panel1	TRUE	0.64010374628644
(0,2e+04]	LSR	35.715067229493	Live Single Lymphocytes	IgD+ memory Bcells (CD27+)	panel1	TRUE	NA
(2e+04,6e+05]	LSR	10.4547958337762	Live Single Lymphocytes	IgD+ memory Bcells (CD27+)	panel1	TRUE	0.707272122250331
(0,5e+03]	FORTESSA	9.83469336144783	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(5e+03,1e+04]	FORTESSA	5.23223448244845	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1e+04,1.5e+04]	FORTESSA	4.37387046741866	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.5e+04,2e+04]	FORTESSA	3.73448434505742	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(2e+04,3e+04]	FORTESSA	3.08283992356403	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(3e+04,4e+04]	FORTESSA	2.23887436728228	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(4e+04,5e+04]	FORTESSA	2.30594965248046	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(5e+04,6e+04]	FORTESSA	1.79752558921765	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(6e+04,7e+04]	FORTESSA	1.73786224909141	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(7e+04,8e+04]	FORTESSA	1.40643874442692	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(8e+04,9e+04]	FORTESSA	1.28743076717124	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(9e+04,1e+05]	FORTESSA	1.15204063012905	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1e+05,1.1e+05]	FORTESSA	1.04769023239409	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.1e+05,1.2e+05]	FORTESSA	1.23300503052113	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.2e+05,1.3e+05]	FORTESSA	0.975416373054966	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.3e+05,1.4e+05]	FORTESSA	1.2361066959158	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.4e+05,1.5e+05]	FORTESSA	2.56649494342218	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.5e+05,1.6e+05]	FORTESSA	0.67251724282115	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.6e+05,1.7e+05]	FORTESSA	0.822145036745089	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.7e+05,1.8e+05]	FORTESSA	0.352909415241864	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.8e+05,1.9e+05]	FORTESSA	0.89438278261334	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.9e+05,2e+05]	FORTESSA	1.03355088283717	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(2e+05,6e+05]	FORTESSA	0.863348076613805	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(0,5e+03]	LSR	13.2080747185087	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(5e+03,1e+04]	LSR	5.96645529034013	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1e+04,1.5e+04]	LSR	4.47012045642749	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.5e+04,2e+04]	LSR	5.16934069159376	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(2e+04,3e+04]	LSR	3.70705398190078	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(3e+04,4e+04]	LSR	2.72344303178618	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(4e+04,5e+04]	LSR	2.52664780226586	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(5e+04,6e+04]	LSR	2.05160355629058	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(6e+04,7e+04]	LSR	1.93258645045892	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(7e+04,8e+04]	LSR	1.66592942629707	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(8e+04,9e+04]	LSR	1.25368874283041	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(9e+04,1e+05]	LSR	6.49687194856311	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1e+05,1.1e+05]	LSR	1.24496265894041	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.1e+05,1.2e+05]	LSR	1.47930975970671	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.2e+05,1.3e+05]	LSR	7.07365078624338	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.4e+05,1.5e+05]	LSR	1.31690649386037	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.5e+05,1.6e+05]	LSR	3.40614157581494	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.7e+05,1.8e+05]	LSR	1.7824696829463	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.8e+05,1.9e+05]	LSR	0.684149395135931	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(1.9e+05,2e+05]	LSR	0.608705153226057	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(2e+05,6e+05]	LSR	0.788820880126305	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	FALSE	NA
(0,2e+04]	FORTESSA	6.48873244070041	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	TRUE	NA
(2e+04,6e+05]	FORTESSA	1.90718567978942	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	TRUE	0.706077312137783
(0,2e+04]	LSR	10.1720181298974	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	TRUE	NA
(2e+04,6e+05]	LSR	2.52664780226586	Live Single Lymphocytes	central memory helper Tcells (CCR7+ CD45RA-)	panel1	TRUE	0.75160801229408
(0,5e+03]	FORTESSA	27.8857906173689	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(5e+03,1e+04]	FORTESSA	19.5747062168631	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1e+04,1.5e+04]	FORTESSA	15.9213334813839	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.5e+04,2e+04]	FORTESSA	16.7557508136572	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(2e+04,3e+04]	FORTESSA	11.7753448962749	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(3e+04,4e+04]	FORTESSA	10.8961420267054	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(4e+04,5e+04]	FORTESSA	11.5399648506304	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(5e+04,6e+04]	FORTESSA	9.74993653154024	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(6e+04,7e+04]	FORTESSA	9.0271051727201	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(7e+04,8e+04]	FORTESSA	12.8196343295173	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(8e+04,9e+04]	FORTESSA	8.4463609204504	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(9e+04,1e+05]	FORTESSA	7.46580237526752	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1e+05,1.1e+05]	FORTESSA	6.00792798486117	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.1e+05,1.2e+05]	FORTESSA	4.59215155769282	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.2e+05,1.3e+05]	FORTESSA	3.80301941630768	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.3e+05,1.4e+05]	FORTESSA	7.64499743929926	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.4e+05,1.5e+05]	FORTESSA	77.0087303091936	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.5e+05,1.6e+05]	FORTESSA	4.27666686669709	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.6e+05,1.7e+05]	FORTESSA	2.58883961438817	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.7e+05,1.8e+05]	FORTESSA	5.42583799272445	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.8e+05,1.9e+05]	FORTESSA	2.98629356079503	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.9e+05,2e+05]	FORTESSA	3.32523226418903	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(2e+05,6e+05]	FORTESSA	2.38963342995005	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(0,5e+03]	LSR	40.3689055791855	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(5e+03,1e+04]	LSR	22.5501895333183	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1e+04,1.5e+04]	LSR	20.6956329202919	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.5e+04,2e+04]	LSR	21.494709759705	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(2e+04,3e+04]	LSR	16.8969294667281	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(3e+04,4e+04]	LSR	11.453123205541	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(4e+04,5e+04]	LSR	15.6445596423091	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(5e+04,6e+04]	LSR	9.390043706509	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(6e+04,7e+04]	LSR	9.5373568680091	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(7e+04,8e+04]	LSR	12.3318814103457	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(8e+04,9e+04]	LSR	10.3766541526875	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(9e+04,1e+05]	LSR	11.3428629279833	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1e+05,1.1e+05]	LSR	12.3709026540364	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.1e+05,1.2e+05]	LSR	8.08597798493347	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.2e+05,1.3e+05]	LSR	9.26462849949633	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.4e+05,1.5e+05]	LSR	6.2340616866151	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.5e+05,1.6e+05]	LSR	9.49072636170347	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.7e+05,1.8e+05]	LSR	7.25260224954875	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.8e+05,1.9e+05]	LSR	6.08800496174899	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(1.9e+05,2e+05]	LSR	4.20653715898445	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(2e+05,6e+05]	LSR	5.8233024073632	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	FALSE	NA
(0,2e+04]	FORTESSA	22.3196273092307	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	TRUE	NA
(2e+04,6e+05]	FORTESSA	9.65340194615397	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	TRUE	0.567492690966143
(0,2e+04]	LSR	32.7924626184665	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	TRUE	NA
(2e+04,6e+05]	LSR	13.0858192032401	Live Single Lymphocytes	effector helper Tcells (CCR7- CD45RA+)	panel1	TRUE	0.600950396574637
(0,5e+03]	FORTESSA	19.9102909389059	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(5e+03,1e+04]	FORTESSA	7.61945948119059	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1e+04,1.5e+04]	FORTESSA	5.16699883235375	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.5e+04,2e+04]	FORTESSA	4.5233269687614	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(2e+04,3e+04]	FORTESSA	3.95327431346805	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(3e+04,4e+04]	FORTESSA	3.42352999044365	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(4e+04,5e+04]	FORTESSA	2.30394952129655	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(5e+04,6e+04]	FORTESSA	2.2601913093513	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(6e+04,7e+04]	FORTESSA	1.70899599568176	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(7e+04,8e+04]	FORTESSA	1.83609430795721	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(8e+04,9e+04]	FORTESSA	1.74261129168302	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(9e+04,1e+05]	FORTESSA	1.44472870892494	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1e+05,1.1e+05]	FORTESSA	2.03976671988799	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.1e+05,1.2e+05]	FORTESSA	1.08634214782912	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.2e+05,1.3e+05]	FORTESSA	0.813407387163574	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.3e+05,1.4e+05]	FORTESSA	1.66542274860601	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.4e+05,1.5e+05]	FORTESSA	2.223788816067	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.5e+05,1.6e+05]	FORTESSA	0.911470602619542	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.6e+05,1.7e+05]	FORTESSA	1.04821393031143	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.7e+05,1.8e+05]	FORTESSA	0.403092742748813	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.8e+05,1.9e+05]	FORTESSA	1.28273115560033	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.9e+05,2e+05]	FORTESSA	0.924223760430666	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(2e+05,6e+05]	FORTESSA	1.03764822597593	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(0,5e+03]	LSR	20.8033655199356	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(5e+03,1e+04]	LSR	9.29994368763577	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1e+04,1.5e+04]	LSR	5.9098810078823	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.5e+04,2e+04]	LSR	5.64221376422342	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(2e+04,3e+04]	LSR	4.91369272348969	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(3e+04,4e+04]	LSR	3.53910424612834	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(4e+04,5e+04]	LSR	3.01730932849286	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(5e+04,6e+04]	LSR	3.08588065209142	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(6e+04,7e+04]	LSR	3.27845616132003	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(7e+04,8e+04]	LSR	1.68297710541966	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(8e+04,9e+04]	LSR	1.89702247109784	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(9e+04,1e+05]	LSR	6.84682445277168	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1e+05,1.1e+05]	LSR	1.34467699125303	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.1e+05,1.2e+05]	LSR	1.64971920234559	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.2e+05,1.3e+05]	LSR	6.30268646989016	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.4e+05,1.5e+05]	LSR	1.09058171415538	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.5e+05,1.6e+05]	LSR	2.73089601204015	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.7e+05,1.8e+05]	LSR	1.03949587070354	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.8e+05,1.9e+05]	LSR	2.15610515654716	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(1.9e+05,2e+05]	LSR	1.87200076991193	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(2e+05,6e+05]	LSR	1.09434097931019	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	FALSE	NA
(0,2e+04]	FORTESSA	12.1638023069452	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	TRUE	NA
(2e+04,6e+05]	FORTESSA	2.45323148112042	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	TRUE	0.798317054222454
(0,2e+04]	LSR	15.9397529298844	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	TRUE	NA
(2e+04,6e+05]	LSR	3.13167803260167	Live Single Lymphocytes	effector memory helper Tcells (CCR7- CD45RA-)	panel1	TRUE	0.80353032783022
(0,5e+03]	FORTESSA	4.85341089332057	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(5e+03,1e+04]	FORTESSA	2.90521086549131	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(1e+04,1.5e+04]	FORTESSA	2.59468405703301	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(1.5e+04,2e+04]	FORTESSA	2.24769941170701	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(2e+04,3e+04]	FORTESSA	1.42709630035152	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(3e+04,4e+04]	FORTESSA	1.58610738053635	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(4e+04,5e+04]	FORTESSA	1.31106848088125	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(5e+04,6e+04]	FORTESSA	1.10100382388169	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(6e+04,7e+04]	FORTESSA	1.1283529033546	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(7e+04,8e+04]	FORTESSA	1.50488685487164	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(8e+04,9e+04]	FORTESSA	1.06330525494445	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(9e+04,1e+05]	FORTESSA	0.892278660649437	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(1e+05,1.1e+05]	FORTESSA	1.1764717979943	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(1.1e+05,1.2e+05]	FORTESSA	1.86155667325952	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(1.2e+05,1.3e+05]	FORTESSA	0.685744037306668	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(1.3e+05,1.4e+05]	FORTESSA	0.731824414804116	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(1.4e+05,1.5e+05]	FORTESSA	10.2456182831289	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(1.5e+05,1.6e+05]	FORTESSA	1.60001527323985	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(1.6e+05,1.7e+05]	FORTESSA	0.63114533273569	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(1.7e+05,1.8e+05]	FORTESSA	1.31465992991959	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(1.8e+05,1.9e+05]	FORTESSA	0.660855862735479	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(1.9e+05,2e+05]	FORTESSA	0.674101355387577	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(2e+05,6e+05]	FORTESSA	0.701664627421684	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(0,5e+03]	LSR	8.61106748403587	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(5e+03,1e+04]	LSR	3.26220746099214	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(1e+04,1.5e+04]	LSR	3.57188820491989	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(1.5e+04,2e+04]	LSR	3.74393926106742	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(2e+04,3e+04]	LSR	3.00005601167865	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(3e+04,4e+04]	LSR	2.20954770780897	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(4e+04,5e+04]	LSR	2.29595701546834	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(5e+04,6e+04]	LSR	1.57404439283989	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(6e+04,7e+04]	LSR	1.80679454036288	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(7e+04,8e+04]	LSR	1.92721081975935	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
(8e+04,9e+04]	LSR	1.16410010187076	Live Single Lymphocytes	naive helper Tcells (CCR7+ CD45RA+)	panel1	FALSE	NA
