BIN	MACHINE.x	MEDIAN_SAMPLE_CV	BIN_POPULATION	CV_POPULATION	PANEL	MANUSCRIPT_RANGE	REDUCTION
(2e+04,6e+05]	FORTESSA	3.33820551664029	Live Single PBMCs	Myeloid DC (CD11c+ CD123-)	panel2	TRUE	0.711577725934969
(0,2e+04]	LSR	15.7820211596205	Live Single PBMCs	Myeloid DC (CD11c+ CD123-)	panel2	TRUE	NA
(2e+04,6e+05]	LSR	4.11748693785654	Live Single PBMCs	Myeloid DC (CD11c+ CD123-)	panel2	TRUE	0.739102685504475
(0,2e+04]	FORTESSA	30.2363977359775	Live Single PBMCs	Plasmacytoid DC (CD11c- CD123+)	panel2	TRUE	NA
(2e+04,6e+05]	FORTESSA	11.2048606258521	Live Single PBMCs	Plasmacytoid DC (CD11c- CD123+)	panel2	TRUE	0.629424750802252
(0,2e+04]	LSR	38.1831560079789	Live Single PBMCs	Plasmacytoid DC (CD11c- CD123+)	panel2	TRUE	NA
(2e+04,6e+05]	LSR	17.993797704661	Live Single PBMCs	Plasmacytoid DC (CD11c- CD123+)	panel2	TRUE	0.528750381427326
(0,2e+04]	FORTESSA	11.5740212071403	Live Single PBMCs	Myeloid DC (CD11c+ CD123-)	panel2	TRUE	NA
(2e+04,6e+05]	FORTESSA	3.33820551664029	Live Single PBMCs	Myeloid DC (CD11c+ CD123-)	panel2	TRUE	0.711577725934969
(0,2e+04]	LSR	15.7820211596205	Live Single PBMCs	Myeloid DC (CD11c+ CD123-)	panel2	TRUE	NA
(2e+04,6e+05]	LSR	4.11748693785654	Live Single PBMCs	Myeloid DC (CD11c+ CD123-)	panel2	TRUE	0.739102685504475
(0,2e+04]	FORTESSA	30.2363977359775	Live Single PBMCs	Plasmacytoid DC (CD11c- CD123+)	panel2	TRUE	NA
(2e+04,6e+05]	FORTESSA	11.2048606258521	Live Single PBMCs	Plasmacytoid DC (CD11c- CD123+)	panel2	TRUE	0.629424750802252
(0,2e+04]	LSR	38.1831560079789	Live Single PBMCs	Plasmacytoid DC (CD11c- CD123+)	panel2	TRUE	NA
(2e+04,6e+05]	LSR	17.993797704661	Live Single PBMCs	Plasmacytoid DC (CD11c- CD123+)	panel2	TRUE	0.528750381427326
(0,2e+04]	FORTESSA	4.3204661746254	Live Single PBMCs	NK (CD16+)	panel2	TRUE	NA
(2e+04,6e+05]	FORTESSA	1.55086634910097	Live Single PBMCs	NK (CD16+)	panel2	TRUE	0.641041895384024
(0,2e+04]	LSR	4.18261218382756	Live Single PBMCs	NK (CD16+)	panel2	TRUE	NA
(2e+04,6e+05]	LSR	1.82081318580601	Live Single PBMCs	NK (CD16+)	panel2	TRUE	0.564670807194043
(0,2e+04]	FORTESSA	1.18700513639397	Live Single PBMCs	NK CD56LO	panel2	TRUE	NA
(2e+04,6e+05]	FORTESSA	0.483677556582962	Live Single PBMCs	NK CD56LO	panel2	TRUE	0.592522777068735
(0,2e+04]	LSR	1.4309135666676	Live Single PBMCs	NK CD56LO	panel2	TRUE	NA
(2e+04,6e+05]	LSR	0.573953092663362	Live Single PBMCs	NK CD56LO	panel2	TRUE	0.598890452901345
(0,2e+04]	FORTESSA	102.083326325095	Live Single PBMCs	NK CD56HI	panel2	TRUE	NA
(2e+04,6e+05]	FORTESSA	38.6720479395153	Live Single PBMCs	NK CD56HI	panel2	TRUE	0.621171749279012
(0,2e+04]	LSR	110.013897745455	Live Single PBMCs	NK CD56HI	panel2	TRUE	NA
(2e+04,6e+05]	LSR	37.4977536432652	Live Single PBMCs	NK CD56HI	panel2	TRUE	0.659154394020057
